,sample_id,id,sentence,metaphor,gold_domain,majority_vote,top_ranked_domains
24,375,1734,"In rolling out this strategy, Jeffrey Immelt, General Electric's chief executive, called on the Bush administration to articulate a clear national policy on global warming.",called,HUMAN BODY,HUMAN BODY,"[""HUMAN BODY"",""RULE ENFORCER"",""STORY"",""MAZE"",""BACKWARD MOVEMENT""]"
25,376,1739,"Carlos Curbelo, the most vocal Republican in Congress calling for action to address climate change, lost his South Florida seat on Tuesday to a Democrat who accused him of not going far enough on the environment.",calling,HUMAN BODY,HUMAN BODY,"[""HUMAN BODY"",""GOAL DIRECTED"",""DOWNWARD MOVEMENT"",""GAME"",""IMPURITY""]"
26,377,1727,"On Friday, he unveiled his first major climate policy proposal, calling for all coal-fired power plants to be closed in a decade.",calling,HUMAN BODY,HUMAN BODY,"[""HUMAN BODY"",""GOAL DIRECTED"",""LOW LOCATION"",""FAMILY"",""WEAKNESS""]"
27,378,1773,"President Bush is set to announce a plan today calling for voluntary measures to slow but not halt the growth in emissions of heat-trapping gases linked to global warming, White House officials said last night.",calling,HUMAN BODY,HUMAN BODY,"[""HUMAN BODY"",""EMOTION EXPERIENCER"",""WEATHER"",""FIRE"",""CONTAINER""]"
28,379,1751,"That will give impetus to those who seek new emission curbs and energy limits to address climate change; or who want health care mandates to expand insurance coverage and restrain costs; or who are calling for new safeguards for food, prescription drugs and toys from China and other less-regulated trading partners.",calling,HUMAN BODY,HUMAN BODY,"[""HUMAN BODY"",""RULE ENFORCER"",""DOWNWARD MOVEMENT"",""MAGIC"",""GOAL DIRECTED""]"
29,380,1730,"But, he added, \\\We are taking a fresh look and we want to pursue the answers, get the answers, because the global warming problem is so serious.\\\",taking,OBJECT HANDLING,OBJECT HANDLING,"[""OBJECT HANDLING"",""MOVEMENT"",""PLIABILITY"",""PORTAL"",""MEDICINE""]"
30,381,1786,"The Times’s Andrew Revkin recently took a look at the e-mail messages, which were obtained from a British university’s server, finding they “are causing a stir among global warming skeptics, who say they show that climate scientists conspired to overstate the case for a human influence on climate change.”",took,OBJECT HANDLING,OBJECT HANDLING,"[""OBJECT HANDLING"",""PHYSICAL OBJECT"",""WAR"",""PHYSICAL LOCATION"",""STAGE""]"
31,382,1803,"The report, written by David Sandalow, a former United States energy official now at Columbia University, takes a broad look at emissions and coal use in 2017 in China, which is by far the world’s top emitter of the heat-trapping gases that accelerate climate change.",takes,OBJECT HANDLING,OBJECT HANDLING,"[""OBJECT HANDLING"",""PHYSICAL OBJECT"",""OBESITY"",""POSITION AND CHANGE OF POSITION ON A SCALE"",""BODY OF WATER""]"
32,383,1725,The Los Angeles Times takes a closer look today at Mr. McCain and Mr. Obama’s stances on issues ranging from immigration to nuclear weapons to global warming and finds similarities between the two candidates.,takes,OBJECT HANDLING,OBJECT HANDLING,"[""OBJECT HANDLING"",""PHYSICAL OBJECT"",""FOOD"",""DISEASE"",""HUMAN BODY""]"
33,384,1748,"This year the podcast takes a deeper look at people around the world, particularly women, who are influencing the climate debate.",takes,OBJECT HANDLING,OBJECT HANDLING,"[""OBJECT HANDLING"",""MOVEMENT"",""UPWARD MOVEMENT"",""OBESITY"",""SERVANT""]"
34,385,1765,"Experts in China said there were several signs that the Obama administration could take a harder line toward Beijing, including Mr. Obama's emphasis on climate change and the environment in trade negotiations and Secretary of State Hillary Rodham Clinton's focus on human rights.",signs,VISION,VISION,"[""VISION"",""LIGHT"",""BARRIER"",""PHYSICAL OBJECT"",""FABRIC""]"
35,386,1799,"The proposed 1,179-mile pipeline, which would carry heavily polluting petroleum from the oil sands of Alberta to ports and refineries on the Gulf Coast, has emerged as a symbol for Democrats’ and Republicans’ fierce fight over energy, climate change and the economy.",symbol,VISION,VISION,"[""VISION"",""A GOD"",""SIZE"",""OBJECT HANDLING"",""INSANITY""]"
36,387,1741,"That was “a very clear sign” of the government’s determination, said John Gummer, Lord Deben, the chairman of the Climate Change Committee, a watchdog that monitors progress on emissions reductions.",sign,VISION,VISION,"[""VISION"",""LIGHT"",""CONTAINER"",""BUSINESS"",""DESIRE""]"
37,388,1754,It was heralded Monday by some Congressional Democrats and environmentalists as a sign that the business community’s opposition to global warming legislation is weakening.,sign,VISION,VISION,"[""VISION"",""LIGHT"",""SIZE"",""PORTAL"",""EMOTION EXPERIENCER""]"
38,389,1776,"• The French energy giant Total is investing in a small electric utility for $1.7 billion, a sign that oil and gas companies are diversifying their investments because of worries over climate change.",sign,VISION,VISION,"[""VISION"",""LIGHT"",""HIGH POINT"",""VEHICLE"",""A RIGHT""]"
39,390,1737,WASHINGTON — The House passed a bill on Thursday that would block President Trump from abandoning the Paris Agreement on climate change and require his administration to devise a plan to cut America’s greenhouse gas emissions.,passed,PATHWAY,PATHWAY,"[""PATHWAY"",""BARRIER"",""STAGE"",""MEDICINE"",""PHYSICAL LOCATION""]"
40,391,1756,Congress must pass comprehensive clean energy legislation as soon as possible to show the world we are committed to a clean energy future and help make the Copenhagen climate negotiations a success this December.”,pass,PATHWAY,PATHWAY,"[""PATHWAY"",""RULE ENFORCER"",""COMPETITION"",""PHYSICAL OBJECT"",""TOOL""]"
41,392,1740,"In their long and frustrated efforts pushing Congress to pass legislation on global warming, environmentalists are gaining a new ally.",pass,PATHWAY,PATHWAY,"[""PATHWAY"",""OBJECT HANDLING"",""CONTAINER"",""TEMPERATURE"",""GEOGRAPHIC FEATURE""]"
42,393,1766,"If Congress does not pass legislation dealing with climate change, the administration will use the Environmental Protection Agency to impose new regulations.",pass,PATHWAY,PATHWAY,"[""PATHWAY"",""BARRIER"",""MAGIC"",""FACTORY"",""A RIGHT""]"
43,394,1724,"But Congress could pass a one-year extension of the old bill and direct the Department of Agriculture to use the extra time to develop, with farmers and other stakeholders, a plan to segue to climate-smart agriculture as soon as possible.",pass,PATHWAY,PATHWAY,"[""PATHWAY"",""RULE ENFORCER"",""FAMILY"",""IMPURITY"",""FIRE""]"
44,395,1749,"He’s utterly at odds with the style of progressive politics that dominates the internet, failing to properly apologize for touching women in ways that made them uncomfortable, offering half measures on climate change, and praising “my Republican friends in the House and Senate.”",odds,STRUGGLE,STRUGGLE,"[""STRUGGLE"",""COMPETITION"",""LOW LOCATION"",""OBJECT HANDLING"",""CONTAMINATION""]"
45,396,1723,"He even spoke frequently of global warming as an actual problem that needed solving, a view at odds with what other top industry executives have said.",odds,STRUGGLE,STRUGGLE,"[""STRUGGLE"",""COMPETITION"",""WEATHER"",""GIFT"",""PHYSICAL LOCATION""]"
46,397,1729,"Britain produces 2 percent of the world’s greenhouse gases, but it has been one of the loudest voices on global warming and has established some of the world’s most punitive taxes on carbon emissions.",voices,HUMAN BODY,HUMAN BODY,"[""HUMAN BODY"",""MAGIC"",""BARRIER"",""STORY"",""FOOD""]"
47,398,1738,"Mrs. Whitman has frequently been overruled by more conservative voices in the administration, most notably over policies on global warming, but she has dashed speculation that she might resign in protest, saying she remains proud of Mr. Bush's environmental record.",voices,HUMAN BODY,HUMAN BODY,"[""HUMAN BODY"",""MAGIC"",""PHYSICAL LOCATION"",""PORTAL"",""LIFE STAGE""]"
48,399,1726,"For too long, the loudest voices in the climate change debate have either called for large emission reductions in the next 10 years or ignored the fact that climate change is a real risk.",voice,HUMAN BODY,NO METAPHOR,"[""HUMAN BODY"",""MAGIC"",""EMOTION EXPERIENCER"",""DELICACY"",""A RIGHT""]"
49,400,1744,Evangelicals have recently become a significant voice in the chorus on global warming.,voice,HUMAN BODY,HUMAN BODY,"[""HUMAN BODY"",""MAGIC"",""FAMILY"",""CONTAINER"",""A RIGHT""]"
